"","Id","Body","Tag"
"17",18809214,"<p>For running Python CGI scripts in Android. Basically you needed a web server capable of running CGI scripts in Android platform but, I found none. You need toy CGI script to suit the <em>Cherrypy web server</em> and it could run on Android.</p>

<p><strong>Are steps are here :</strong></p>

<ol>
<li>First thing we need is to download the SL4A (r4) software in the
Android (2.3) emulator. It can be done from your Android browser by
going to the SL4A site. Now install the software in emulator.</li>
<li>Then install Python for Android from the same SL4A site. It'll
download an apk of version r4.</li>
<li>Launch SL4A application and check that HelloWorld python script is
running. It will make sure that your installation is fine.</li>
<li>Now is the time to install Cherrypy library module. It can be found
at <a href=""http://www.cherrypy.org/wiki/CherryPyDownload"" rel=""nofollow"">http://www.cherrypy.org/wiki/CherryPyDownload</a>. I have taken 3.2.0
version. Download the egg for python 2.6.</li>
<li>Now we need to transfer the egg file to Android emulator. Use adb
push command to transfer the egg file to /mnt/sdcard/Download.</li>
<li>Launch Python for Android from emulator and click on Import modules.
It will list the newly uploaded egg file. Select it and install.</li>
<li>Now we can write a Cherrypy script to be run as CGI. Below is a
HelloWorld example  taken from Cherrypy tutorial (modified a bit) </li>
</ol>

<blockquote>
<pre><code> # Import CherryPy global namespace
import cherrypy

class HelloWorld:
    """""" Sample request handler class. """"""

    def index(self, **params):
        # CherryPy will call this method for the root URI (""/"") and send
        # its return value to the client.
        for key in params:
            print key, '=', params[key]
        return ""Hello world!""

    # Expose the index method through the web. CherryPy will never
    # publish methods that don't have the exposed attribute set to True.
    index.exposed = True
</code></pre>
</blockquote>

<pre><code># CherryPy always starts with app.root when trying to map request URIs
# to objects, so we need to mount a request handler root. A request
# to '/' will be mapped to HelloWorld().index().
cherrypy.config.update({'server.socket_host': '127.0.0.1'})
cherrypy.config.update({'server.socket_port': 8080})
cherrypy.quickstart(HelloWorld(), '/')
</code></pre>

<p>8> The script needs to be transferred to /mnt/sdcard/sl4a/scripts    directory in emulator. Then you can launch SL4A and tap the script to    run. Debug outputs are visible if you run in SL4A console.</p>

<p>9> From the Android browser, check the URL <code>http://localhost:8080/</code>. It will say ""Hello world"".</p>

<p>This the web server set we can place python scripts to access Android phone data and other stuff which can be exposed to the outside clients.</p>

<p><strong>Credits to:</strong> <a href=""http://crazytechthoughts.blogspot.in/2011/08/run-cherrypy-web-server-in-andriod.html"" rel=""nofollow"">see the screen shots here</a></p>

<p><strong>Other Info:</strong></p>

<p><a href=""http://forum.xda-developers.com/showthread.php?t=1238569"" rel=""nofollow"">micro-httpd (GET / POST / CGI support) cross-compiled to Android</a></p>

<p><a href=""http://code.google.com/p/python-for-android/source/browse/python3-alpha/python3-src/Lib/cgi.py?r=b3c1049b5eadd74a307f917b3703ab6911165e4e"" rel=""nofollow"">python-for-android</a></p>

<p><a href=""http://www.lies.com/begperl/hello_cgi.html"" rel=""nofollow"">Running ""Hello, world!"" as a CGI Script</a></p>

<p><strong>What I recommend:</strong></p>

<p>I suggest to go for any lightweight web servers (like node.js) in raspberry pi </p>

<p><strong>Ref:</strong> </p>

<ul>
<li><a href=""http://raspberrywebserver.com/sql-databases/accessing-an-sqlite-database-with-python.html#.UjmCsUlIePs"" rel=""nofollow"">Raspberrry pi python</a></li>
<li><a href=""http://raspberrypi.stackexchange.com/questions/78/good-lightweight-web-server-framework"">lightweight web servers</a></li>
<li><a href=""http://expressjs.com/"" rel=""nofollow"">web application framework for Node.js  </a></li>
</ul>
","android"
"18",38260562,"<p>You can try to add the path to your module to the <a href=""https://docs.python.org/3/library/sys.html#sys.path"" rel=""nofollow"">sys.path</a>.</p>

<p>But maybe... there's no such thing as <code>app.ui.first_screen</code>. Try to make it only <code>ui.first_screen</code> or go for this:</p>

<pre><code>from .&lt;file/folder in your app folder&gt; import &lt;something&gt;
</code></pre>
","android"
"19",12565396,"<p>If you installed the py4a module, then add</p>

<pre><code>from py4a import patch_distutils
patch_distutils()
</code></pre>

<p>to <code>setup.py</code>, add the <code>setup.cfg</code> and now:</p>

<pre><code>python setup.py configure
python setup.py build
</code></pre>
","android"
"20",38776767,"<p>Use:</p>

<pre><code>from kivy.app import platform

if platform() == 'android':
    DATA_FOLDER = os.getenv('EXTERNAL_STORAGE') or os.path.expanduser(""~"")
#create your own sub folders and files...
</code></pre>

<p>to get to the root of the external drive.</p>
","android"
"21",11337091,"<p>Try:</p>

<pre><code>import subprocess
o = subprocess.Popen([""adb"", ""shell""],stdin=subprocess.PIPE, stdout=subprocess.PIPE)
o.stdin.write(""ls /"")
o.stdin.write(""\n"")
o.stdin.flush()
o.stdout.readline()
</code></pre>
","android"
"22",37661988,"<p>For the text of the stated element try the following code : </p>

<pre><code>el = driver.find_element_by_id('com.access_company.twine.android.dmc:id/btnVideos')
print el.text
</code></pre>

<p>Also <code>el.get_attribute(""resourceId"")</code> shall ideally return <em>""btnVideos""</em></p>
","android"
"23",21581720,"<p>Well i have solved it in the end! And the clue was here</p>

<pre><code>[aidl] /home/administrator/sdk/build-tools/19.0.1/aidl: error while loading shared libraries: libstdc++.so.6: cannot open shared object file: No such file or directory
</code></pre>

<p>Explained : the Linux distro that i am working on is on a 64 bit machine so some c++ libraries were necessary to be able to run 32 bit applications so what i did is the following:</p>

<pre><code>$ sudo apt-get install lib32stdc++6
</code></pre>

<p>and it was solved!</p>
","android"
"24",27898661,"<p>try this
        emailSign = self.driver.find_element_by_class_name(""UIATextField"")
        passSign = self.driver.find_element_by_class_name(""UIASecureTextField"")</p>

<pre><code>    passSign.click()

    emailSign.send_keys(username + carriage_return)
    passSign.send_keys(password + carriage_return)
</code></pre>
","android"
"25",35442275,"<p>Well i just restarted the computer and it starts working!</p>
","android"
"26",11770594,"<p>it seems that what you need is the bluetooth facade. Here are some commands pertaining to bluetooth that might be helpful to you:</p>

<pre><code>bluetoothAccept
bluetoothActiveConnections
bluetoothConnect
bluetoothDiscoveryCancel
bluetoothDiscoveryStart
bluetoothGetConnectedDeviceName
bluetoothGetLocalAddress
bluetoothGetLocalName
bluetoothGetRemoteDeviceName
bluetoothGetScanMode
bluetoothIsDiscovering
bluetoothMakeDiscoverable
bluetoothRead
bluetoothReadBinary
bluetoothReadLine
bluetoothReadReady
bluetoothSetLocalName
bluetoothStop
bluetoothWrite
bluetoothWriteBinary
checkBluetoothState
toggleBluetoothState
</code></pre>

<p><br>
To call any of these commands you would do something like</p>

<pre><code>import android
droid = android.Android()
#call your commands with droid.bluetoothcommand
droid.bluetoothDiscoveryStart()
#or
droid.toggleBluetoothState(True)
</code></pre>

<p><br>
Here is an example of some bluetooth functions, it is included with SL4A, but I added the comments for clarity:</p>

<pre><code>import android #for bluetooth functions
import time #for waiting

#get everything setup
droid = android.Android()

#turn on bluetooth
droid.toggleBluetoothState(True)

#ask user
droid.dialogCreateAlert('Be a server?')
droid.dialogSetPositiveButtonText('Yes')
droid.dialogSetNegativeButtonText('No')
droid.dialogShow()

#get user response to question
result = droid.dialogGetResponse()

#if the result is 'Yes' ('positive') then is_server is set to True
is_server = result.result['which'] == 'positive'

if is_server:
  #so if is_server is true make the device discoverable and accept the next connection
  droid.bluetoothMakeDiscoverable()
  droid.bluetoothAccept()
else:
  #attempts to connect to a device over bluetooth, the logic being that if the phone
  #is not receiving a connection then the user is attempting to connect to something
  droid.bluetoothConnect()


if is_server:
  result = droid.getInput('Chat', 'Enter a message').result #Gets a message to send 
  #via bluetooth
  if result is None:
    droid.exit() #exit if nothing is in the message
  droid.bluetoothWrite(result + '\n') #otherwise write the message

while True: #receives a message
  message = droid.bluetoothReadLine().result
  droid.dialogCreateAlert('Chat Received', message)
  droid.dialogSetPositiveButtonText('Ok')
  droid.dialogShow()
  droid.dialogGetResponse()
  result = droid.getInput('Chat', 'Enter a message').result
  if result is None:
    break
  droid.bluetoothWrite(result + '\n')

droid.exit()
</code></pre>

<p><br></p>

<p>Finally, for a full list of bluetooth commands, check out <a href=""http://code.google.com/p/android-scripting/wiki/ApiReference"">http://code.google.com/p/android-scripting/wiki/ApiReference</a> and scroll down to the bluetooth facade. Best of luck!</p>
","android"
"27",24476020,"<p>Try running</p>

<pre><code>    buildozer android update
</code></pre>

<p>I was having some issues with it building the apk, but after running the clean and then update it worked.</p>
","android"
"28",23589964,"<p>I think you need XMPP messaging. It's support by App Engine but not in PHP : <a href=""https://developers.google.com/appengine/features/"" rel=""nofollow"">https://developers.google.com/appengine/features/</a></p>

<p>XMPP permit to send and receive chat messages.</p>
","android"
"29",17363413,"<p>I'm not sure if that's your only problem, but you opened the wrong ports :</p>

<blockquote>
  <p>GCM Cloud Connection Server (CCS) is an XMPP endpoint, running on <a href=""http://gcm.googleapis.com"" rel=""nofollow"">http://gcm.googleapis.com</a> port <strong>5235</strong>.</p>
</blockquote>

<p>The ports that you opened are only required for your Android device to receive messages from the GCM server when your device is connected to the internet via WiFi :</p>

<blockquote>
  <p>Note: If your organization has a firewall that restricts the traffic to or from the Internet, you need to configure it to allow connectivity with GCM <strong>in order for your Android devices to receive messages</strong>. The ports to open are: 5228, 5229, and 5230. GCM typically only uses 5228, but it sometimes uses 5229 and 5230. GCM doesn't provide specific IPs, so you should allow your firewall to accept outgoing connections to all IP addresses contained in the IP blocks listed in Google's ASN of 15169.</p>
</blockquote>
","android"
"30",23443740,"<p>This was answered comprehensively by Ben Rousch at <a href=""https://groups.google.com/forum/#!topic/kivy-users/5-G7wkbHb_k"" rel=""nofollow"">https://groups.google.com/forum/#!topic/kivy-users/5-G7wkbHb_k</a></p>

<p>He said:</p>

<blockquote>
  <p>In general, the steps are:</p>

<pre><code>   1 Generate Keystore (once)
   2 Create Release APK
   3 Sign APK
   4 Zip-align APK
</code></pre>
</blockquote>

<p>Ben also posted example terminal commands for the workflow at the above link.</p>

<p>Hope that helps</p>
","android"
"31",19090488,"<blockquote>
  <p>Anything in android.* ?</p>
</blockquote>

<p>You can turn on and off flashlight in following manner in Android.</p>

<p>Turn on the flashlight.</p>

<pre><code>Camera cam = null;
public void turnOnFlashLight() {
    try {
        if (getPackageManager().hasSystemFeature(PackageManager.FEATURE_CAMERA_FLASH)) {
            cam = Camera.open();
            Parameters p = cam.getParameters();
            p.setFlashMode(Parameters.FLASH_MODE_TORCH);
            cam.setParameters(p);
            cam.startPreview();
        }
    } catch (Exception e) {
        e.printStackTrace();
        Toast.makeText(getBaseContext(), ""Exception throws in turning on flashlight."", Toast.LENGTH_SHORT).show();
    }
}
</code></pre>

<p>Turn off the flashlight.</p>

<pre><code>public void turnOffFlashLight() {
    try {
        if (getPackageManager().hasSystemFeature(PackageManager.FEATURE_CAMERA_FLASH)) {
            cam.stopPreview();
            cam.release();
            cam = null;
        }
    } catch (Exception e) {
        e.printStackTrace();
        Toast.makeText(getBaseContext(), ""Exception throws in turning off flashlight."", Toast.LENGTH_SHORT).show();
    }
}
</code></pre>

<p>Do not forgot to add permission in manifest.</p>

<pre><code>&lt;uses-permission android:name=""android.permission.CAMERA"" /&gt;
&lt;uses-permission android:name=""android.permission.FLASHLIGHT""/&gt;
</code></pre>

<p>For more reference: <a href=""http://acomputerengineer.wordpress.com/2013/09/12/turn-on-and-turn-off-flash-light-programmatically-in-android/"" rel=""nofollow"">Turn on and turn off flash light programmatically in Android</a></p>
","android"
"32",22177183,"<p>First of all, since you call <code>root.pop1()</code> and <code>root</code> in this case is a <code>BoxLayout</code> I assume that you defined your <code>pop1</code> function in a class you called <code>BoxLayout</code> inheriting from <code>BoxLayout</code>? If so, you're basically overwriting a kivy class, which will mess things up.</p>

<p>A second issue is that you call <code>Image('boy.png')</code> when it should be <code>Image(source='boy.png')</code>.</p>

<p>Finally, in the button, you forgot to set <code>text</code> to a value.</p>

<p>A better way of doing what you're trying to accomplish is with the following code:</p>

<pre><code>from kivy.app import runTouchApp
from kivy.uix.boxlayout import BoxLayout
from kivy.uix.popup import Popup
from kivy.uix.image import Image
from kivy.lang import Builder


kv = '''
BoxLayoutWithPopup:
    orientation:'horizontal'
    spacing:10
    padding:5
    Button:
        text: 'Press me'
        size_hint:.3,.3
        on_press:
            root.pop1()
'''


class BoxLayoutWithPopup(BoxLayout):

    def pop1(self):
        pop = Popup(title='test', content=Image(source='boy.png'),
                    size_hint=(None, None), size=(400, 400))
        pop.open()


if __name__ == '__main__':
    runTouchApp(Builder.load_string(kv))
</code></pre>
","android"
"33",38776767,"<p>Use:</p>

<pre><code>from kivy.app import platform

if platform() == 'android':
    DATA_FOLDER = os.getenv('EXTERNAL_STORAGE') or os.path.expanduser(""~"")
#create your own sub folders and files...
</code></pre>

<p>to get to the root of the external drive.</p>
","android"
"34",14293049,"<p>If you are scraping a web page, you could use <a href=""https://scraperwiki.com/"" rel=""nofollow"">scraperwiki</a>. It allows you to run scraper code on their server for free. (<a href=""http://lxml.de/"" rel=""nofollow"">lxml</a> is importable there too!) You can set how frequently you want the script to run.</p>
","android"
"35",29622597,"<p>Bruno Parmentier's answer includes what Travis-CI is currently recommending, but I had issues with the VM running out of memory.  So instead of running the emulator while the build is running, I changed my config to run the build, then start the emulator, then run the tests.</p>

<pre><code>sudo: false

language: android

env:
  global:
    # switch glibc to a memory conserving mode
    - MALLOC_ARENA_MAX=2
    # wait up to 10 minutes for adb to connect to emulator
    - ADB_INSTALL_TIMEOUT=10

android:
  components:
    - platform-tools
    - extra-android-m2repository
    - build-tools-22.0.1
    - android-22
    - sys-img-armeabi-v7a-android-22

script:
  - ./gradlew assemble lint

after_script:
  # Emulator Management: Create, Start and Wait
  - echo no | android create avd --force -n test -t android-22 --abi armeabi-v7a
  - emulator -avd test -no-skin -no-audio -no-window &amp;
  - android-wait-for-emulator
  - adb shell input keyevent 82 &amp;
  # now run the tests
  - ./gradlew connectedCheck
</code></pre>
","android"
"36",14651925,"<p>You can't use Python, Android programming is done in Java.  You can get the text from the <code>EditText</code> as follows (in Java):</p>

<pre><code>EditText et = (EditText)findViewById( R.id.editText1 );
String s = et.getText().toString();
</code></pre>

<p>If you're asking how to send that text to a webserver that uses Python, that's quite a bit more complicated.</p>
","android"
"37",40092797,"<p>What you describe seems like an issue with <code>uiautomator dump</code> (probably your device implementation) which is what <strong>AndroidViewClient</strong> uses as the default backend for API >= 19.</p>

<p>However, to be absolutely sure you should remove AndroidViewClient from the picture and run the same command it is used as the backend.</p>

<p><strong>AndroidViewClient 12.0.2</strong> supports some debug options specified in the command line, one it's very useful to determine the command being run.</p>

<pre><code>$ dump --debug UI_AUTOMATOR:True &gt; /dev/null
</code></pre>

<p>this command will print something like</p>

<pre><code>executing 'uiautomator dump --compressed /dev/tty &gt;/dev/null'
</code></pre>

<p>then this is the command you can run repeatedly to determine if the problem is in your device.</p>

<p>For example, copying the command printed before you can use <code>bash</code> to run</p>

<pre><code>for n in {0..299}; do echo $n; adb shell uiautomator dump --compressed /dev/tty \&gt;/dev/null &gt;/dev/null; done
</code></pre>

<p>and check if there's a memory leak or something fails on the device.</p>

<p>Regarding your question and as you can see from the command, dump data is not stored anywhere and only copied to the socket.
There are versions that require the data to be stored locally on the device but in such case the file used is overwritten every time.</p>
","android"
"38",6258935,"<p>TLS could be used to securely transmit data in a compatible way.</p>

<p><a href=""http://docs.python.org/dev/library/ssl.html#server-side-operation"" rel=""nofollow"">Python ssl server-side</a></p>

<p>If additionally you use http protocol for the communication then there are already high-level libraries that might hide all gory details from you; just provide client/server certificates and make appropriate requests. </p>

<p><a href=""http://stackoverflow.com/questions/995514/https-connection-android"">Https Connection Android</a></p>

<p>It might save you from reimplementing poorly many security features such as <a href=""http://vincent.bernat.im/en/blog/2011-ssl-perfect-forward-secrecy.html"" rel=""nofollow"">forward secrecy</a>.</p>
","android"
"39",12930266,"<p>I am not sure which version of CTS you are using, so I assume the version is <code>4.0.3_r3</code>.</p>

<p>You could execute the command <code>./cts-tradefed run cts --plan CTS</code> in one line.
However, the prompt still exist after finish the command.</p>

<p>According to <a href=""http://code.google.com/p/android/issues/detail?id=24267"" rel=""nofollow"">this issue</a>,
I think there are no simple ways to solve it.</p>

<p>Therefore, I just apply the patch in the above link, and execute the following command: </p>

<blockquote>
  <p><code>echo | ./cts-tradefed run cts --plan CTS</code></p>
</blockquote>
","android"
"40",23511495,"<p>First of all, use</p>

<pre><code>adb logcat
</code></pre>

<p>to see the package and the starting Activity name..
if you find these two for example package='pck.package' and activity = '.Main'
then what you should write in your code, is:</p>

<pre><code>package = 'pck.package'
activity = '.Main'
runComponent = package+'/'+activity
device.startActivity(component=runComponent)
</code></pre>

<p>in other words, you must use the package name as well in your code</p>

<p>Hope it helps</p>
","android"
"41",31102475,"<p>I don't think that kv lang supports exceptions. Move your code to your Python class:</p>

<pre><code>from kivy.app import App
from kivy.uix.floatlayout import FloatLayout
from kivy.lang import Builder

Builder.load_string(""""""
&lt;Test&gt;:
    Button:
        text: ""...""
        on_press: root.react()
"""""")

class Test(FloatLayout):
    def react(self):
        try:
            print(""first action"")
            print(""second action"")
        except:
            print(""there was an error"")

class TabbedPanelApp(App):
    def build(self):
        return Test()

if __name__ == '__main__':
    TabbedPanelApp().run()
</code></pre>

<p>Simply printing several times is easy:</p>

<pre><code>Builder.load_string(""""""
&lt;Test&gt;:
    Button:
        text: ""...""
        on_press:
            print(""first action"")
            print(""second action"")            
"""""")
</code></pre>
","android"
"42",22034959,"<p>Thanks to the extract of your file , I guess your raw file is formated as
width x height then the whole set of RGBA pixels (32 bits) (width x height times)
Here I see you get a 720x1280 image captured..</p>

<p>May the ImageMagick toolset help you to view/convert it in a more appropriate file format.
Here below a sample that may help you
(ImageMagick convert command, for osx see <a href=""http://cactuslab.com/imagemagick/"" rel=""nofollow"">http://cactuslab.com/imagemagick/</a> )</p>

<pre><code># skip header info  
dd if=screenshot.raw of=screenshot.rgba skip=12 bs=1
# convert rgba to png
convert -size 720x1280 -depth 8 screenshot.rgba screenshot.png
</code></pre>

<p>If it doesn't work you may try changing skip=12 by skip=8 and/or 720x1280 by 1280x720 ..</p>

<p>Hope that help</p>
","android"
"43",37502655,"<p>Try to login to play.google site and open any application. 
Do you, by any chance, have ""You don't have any devices"" error message? Instead of ""This app is compatible with your device"".</p>
","android"
"44",8030965,"<p>The PyBluez module works well in general and I've used it with SL4A with no problems. You may have better luck just using that and skipping the Java altogether.</p>

<p>PyBluez is not a pure Python module, so it has to be compiled, but this has been done and a recent version is available from the <a href=""http://code.google.com/p/android-python27/"" rel=""nofollow"">downloads</a> section of the Py4A site. It's this copy that I use personally, without any issues.</p>

<p>Just download a copy to your droid, open the Python4Android app, hit Import Modules, and select the PyBluez egg.</p>
","android"
"45",26462677,"<p>I'll suggest you to use the Android functions to iterate the directories and files. For example you create a new file, of course if you are making it in Java (and might be easier):</p>

<pre><code>File currentDir = new File(""/""); // ""/"" stands for root directory
File[] files = currentDir.listFiles(); // lists all files in the current directory, store them in the *files* array 
//you can supply as an argument a String[] array, with the file extensions if needed 
//(to show only .jpeg, .png, or only documents like .docx, .pdf)
//you can use Collections and Comparator classes to sort them
if(files != null &amp;&amp; files.length &gt; 0) { //check if it holds any files
        for(File f : files) {
            if(f.isHidden()) { 
                // don't add the hidden file to the list, or at your choice
                continue;
            } else {
            // add the file to the list
            fileList.add(f);
            }
        }
        Collections.sort(fileList, new FileComparator()); //
}
//you can also check if a specific *file* is file or directory with
file.isFile();
file.isDirectory();
</code></pre>

<p>You can use all this info about files to show them in a ListView or GridView, on a click on a specific item, you can update the <em>currentDir</em> and refresh the contents or open the file, etc.</p>

<p>Here is an example of a file chooser <a href=""http://www.dreamincode.net/forums/topic/190013-creating-simple-file-chooser/"" rel=""nofollow"">http://www.dreamincode.net/forums/topic/190013-creating-simple-file-chooser/</a></p>
","android"
"46",21483459,"<p>You're missing some steps in your view to fully enable CSRF. I'm assuming CSRF is the problem, as it throws 403s if not enabled correctly.</p>

<p><a href=""https://docs.djangoproject.com/en/dev/ref/contrib/csrf/"" rel=""nofollow"">https://docs.djangoproject.com/en/dev/ref/contrib/csrf/</a></p>
","android"
"47",4184792,"<pre><code>final MessageDigest mDigest = MessageDigest.getInstance(""SHA-224"");
byte[] messageDigest = mDigest.digest(toEncrypt.getBytes());
final BigInteger number = new BigInteger(1, messageDigest);
final String sha = number.toString(16);
final int diff = 32 - sha.length();
final StringBuilder finalSHA = new StringBuilder(32);
for (int i=0;i&lt;diff;i++) {
 finalSHA.append(""0"");
}
finalSHA.append(sha);
return finalSHA.toString();
</code></pre>
","android"
"48",13444534,"<p>Well if your end goal is to develop Web applications and host host them on your Android and since you had flask there why not give bottle.py a shot.  It's just one file that you copy into your sl4a scripts folder and voila. Bottle is minimalist and near similar to flask. No rooting or Unix environments required. </p>
","android"
"49",16867749,"<p>poof's answer is a good overview, but here are some notes on the various options:</p>

<p>Option 1: Have your Android get the picture and do a HTTP POST to a Python application running a framework such as Django.  It should be 1 line of code on Android, and only a few lines of code on Python (around your existing code).</p>

<p>The upside is that the low-level ""Glue"" is written for you, and it scales easily. The downside is that HTTP has some overhead.</p>

<p>Option 2: Have your Android talk a custom TCP protocol to a custom TCP application.</p>

<p>This is more work, so you should avoid it unless you need it. It will be more efficient and have lower latency, especially if you're sending multiple pictures. The response can also be much smaller without HTTP headers.</p>

<p>In either option, you don't have to send a JPEG, you could send any custom format you want (there is a trade-off between compression on Android and size of file).</p>

<blockquote>
  <p>I thought of using TCP Server, but I am new to socket programming and don't know how and where to start.</p>
</blockquote>

<p>Start where everyone else started - by reading a lot and playing a lot. You can find plenty of introductions to Socket programming in Python on the web. Go thru the tutorials, and start modifying them to see how they work.  Read up on TCP/IP itself -- there are a lot of dark corners (Nagel, fragmentation, slow start) that can affect how you write the app when you get to a low level.</p>
","android"
