incidntnum,category,descript,dayofweek,date,time,pddistrict,resolution,address,x,y,location,pdid
60750568,NON-CRIMINAL,AIDED CASE,Saturday,07/15/2006,23:55:00,TENDERLOIN,NONE,ELLIS ST / LEAVENWORTH ST,-122.414433155063,37.7846576329256,"(37.7846576329256, -122.414433155063)",6075056851040
156099862,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,04/25/2015,22:30:00,CENTRAL,NONE,NORTHPOINT ST / HYDE ST,-122.420373718701,37.8057204428856,"(37.8057204428856, -122.420373718701)",15609986206244
140601497,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Sunday,07/20/2014,02:59:00,INGLESIDE,NONE,0 Block of NIAGARA AV,-122.442627054319,37.7162462429059,"(37.7162462429059, -122.442627054319)",14060149704012
91033773,ASSAULT,BATTERY,Tuesday,10/06/2009,19:26:00,TENDERLOIN,NONE,0 Block of UNITEDNATIONS PZ,-122.41431222924,37.7798339183587,"(37.7798339183587, -122.41431222924)",9103377304134
140373107,ASSAULT,BATTERY WITH SERIOUS INJURIES,Monday,05/05/2014,18:30:00,CENTRAL,"ARREST, BOOKED",1300 Block of PINE ST,-122.418050744324,37.7899896643167,"(37.7899896643167, -122.418050744324)",14037310704136
41156109,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Saturday,10/09/2004,03:00:00,BAYVIEW,NONE,100 Block of WESTPOINT RD,-122.380382266471,37.7353538209895,"(37.7353538209895, -122.380382266471)",4115610907041
170828467,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,10/10/2017,16:45:00,NORTHERN,"ARREST, BOOKED",VANNESS AV / OFARRELL ST,-122.42119522181522,37.78475365775609,"(37.78475365775609, -122.42119522181522)",17082846765016
120704130,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,09/03/2012,10:30:00,BAYVIEW,"ARREST, CITED",CESAR CHAVEZ ST / VERMONT ST,-122.402868034981,37.7494783929125,"(37.7494783929125, -122.402868034981)",12070413065016
40162488,FORGERY/COUNTERFEITING,"CHECKS, MAKE OR PASS FICTITIOUS",Monday,02/09/2004,08:30:00,TARAVAL,NONE,2000 Block of TARAVAL ST,-122.488018294254,37.7424529327313,"(37.7424529327313, -122.488018294254)",4016248809020
150063445,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Tuesday,01/20/2015,14:30:00,TARAVAL,NONE,2600 Block of 34TH AV,-122.491574425298,37.7379139505509,"(37.7379139505509, -122.491574425298)",15006344568020
76086123,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Monday,10/29/2007,15:30:00,INGLESIDE,NONE,300 Block of LAGRANDE AV,-122.425591802243,37.7197426710766,"(37.7197426710766, -122.425591802243)",7608612306374
50689955,FRAUD,"CREDIT CARD, THEFT BY USE OF",Monday,06/13/2005,00:01:00,PARK,NOT PROSECUTED,1200 Block of WILLARD ST,-122.454564971254,37.7656815332494,"(37.7656815332494, -122.454564971254)",5068995509320
40810546,VEHICLE THEFT,"VEHICLE, RECOVERED, OTHER VEHICLE",Thursday,07/15/2004,18:20:00,RICHMOND,NONE,2700 Block of CLAY ST,-122.438320244488,37.7901306591799,"(37.7901306591799, -122.438320244488)",4081054607046
126117701,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,08/16/2012,19:00:00,CENTRAL,NONE,WASHINGTON ST / MONTGOMERY ST,-122.40332128984,37.7955312151592,"(37.7955312151592, -122.40332128984)",12611770106372
30936607,WARRANTS,WARRANT ARREST,Friday,08/08/2003,13:08:00,SOUTHERN,"ARREST, BOOKED",400 Block of MINNA ST,-122.407505446721,37.7811304562104,"(37.7811304562104, -122.407505446721)",3093660763010
50192469,WARRANTS,WARRANT ARREST,Friday,02/18/2005,10:56:00,MISSION,"ARREST, BOOKED",2700 Block of 24TH ST,-122.406813640773,37.7529905294566,"(37.7529905294566, -122.406813640773)",5019246963010
110268607,LARCENY/THEFT,GRAND THEFT BICYCLE,Saturday,04/02/2011,15:05:00,MISSION,NONE,300 Block of VALENCIA ST,-122.422020137013,37.76701047078,"(37.76701047078, -122.422020137013)",11026860706314
80133546,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,02/06/2008,19:00:00,TARAVAL,NONE,2100 Block of SANTIAGO ST,-122.490300363594,37.7443350849262,"(37.7443350849262, -122.490300363594)",8013354628160
80718126,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,07/09/2008,17:30:00,MISSION,"ARREST, CITED",ALABAMA ST / 22ND ST,-122.411273408094,37.7558882839912,"(37.7558882839912, -122.411273408094)",8071812665016
110408900,NON-CRIMINAL,LOST PROPERTY,Friday,05/20/2011,10:00:00,SOUTHERN,NONE,200 Block of KING ST,-122.393110640713,37.7773103219698,"(37.7773103219698, -122.393110640713)",11040890071e3
80689931,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,07/02/2008,10:45:00,TENDERLOIN,NONE,300 Block of TURK ST,-122.414900544562,37.7827419623926,"(37.7827419623926, -122.414900544562)",8068993164070
80436748,NON-CRIMINAL,"AIDED CASE, DOG BITE",Saturday,04/26/2008,11:35:00,BAYVIEW,NONE,0 Block of BRUSSELS ST,-122.407371685855,37.7312651171567,"(37.7312651171567, -122.407371685855)",8043674864010
41141956,NON-CRIMINAL,LOST PROPERTY,Tuesday,10/05/2004,13:00:00,SOUTHERN,NONE,700 Block of HOWARD ST,-122.401560967513,37.7840888680389,"(37.7840888680389, -122.401560967513)",4114195671e3
91303463,NON-CRIMINAL,AIDED CASE,Wednesday,12/23/2009,07:45:00,TENDERLOIN,NONE,300 Block of EDDY ST,-122.412930522059,37.7838344374141,"(37.7838344374141, -122.412930522059)",9130346351040
90109402,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,01/30/2009,14:00:00,MISSION,NONE,24TH ST / DOLORES ST,-122.425153003156,37.7518414001553,"(37.7518414001553, -122.425153003156)",9010940264070
110280297,LARCENY/THEFT,"LOST PROPERTY, PETTY THEFT",Wednesday,04/06/2011,13:00:00,INGLESIDE,NONE,0 Block of PHELAN AV,-122.452289660492,37.7256933575703,"(37.7256933575703, -122.452289660492)",11028029727090
80905981,OTHER OFFENSES,PROBATION VIOLATION,Wednesday,08/27/2008,14:44:00,TENDERLOIN,NONE,500 Block of HYDE ST,-122.416459785313,37.7860170554787,"(37.7860170554787, -122.416459785313)",8090598126170
126169310,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,10/27/2012,19:00:00,BAYVIEW,NONE,DWIGHT ST / GIRARD ST,-122.403105722234,37.7237770796397,"(37.7237770796397, -122.403105722234)",12616931006244
140030454,ASSAULT,INFLICT INJURY ON COHABITEE,Saturday,01/11/2014,12:10:00,INGLESIDE,"ARREST, BOOKED",200 Block of MONTEREY BL,-122.440906571765,37.731680654848,"(37.731680654848, -122.440906571765)",14003045415040
61049700,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Sunday,10/01/2006,23:37:00,MISSION,"ARREST, CITED",25TH ST / HARRISON ST,-122.411747062829,37.7510350321605,"(37.7510350321605, -122.411747062829)",6104970068020
150578654,SECONDARY CODES,JUVENILE INVOLVED,Friday,07/03/2015,07:53:00,MISSION,JUVENILE BOOKED,2700 Block of MISSION ST,-122.418587172219,37.7530186537446,"(37.7530186537446, -122.418587172219)",15057865415500
120456632,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Sunday,06/10/2012,01:25:00,TENDERLOIN,NONE,100 Block of ELLIS ST,-122.408270724034,37.7854941424186,"(37.7854941424186, -122.408270724034)",12045663204014
80464391,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Saturday,05/03/2008,15:52:00,BAYVIEW,"ARREST, BOOKED",NEWCOMB AV / 3RD ST,-122.390416955474,37.7355926105862,"(37.7355926105862, -122.390416955474)",8046439162050
120768722,ROBBERY,ROBBERY ON THE STREET WITH A GUN,Tuesday,09/25/2012,09:30:00,MISSION,NONE,17TH ST / DOLORES ST,-122.426228446916,37.7630312947078,"(37.7630312947078, -122.426228446916)",12076872203011
156159604,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Thursday,07/02/2015,18:30:00,PARK,NONE,COLE ST / PARNASSUS AV,-122.449770936688,37.7648664738135,"(37.7648664738135, -122.449770936688)",15615960406374
51075345,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Saturday,09/24/2005,13:18:00,MISSION,NONE,2600 Block of MISSION ST,-122.418738265772,37.7546172382083,"(37.7546172382083, -122.418738265772)",5107534515150
41462592,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,12/23/2004,14:00:00,TENDERLOIN,NONE,0 Block of POWELL ST,-122.407845374111,37.7850943210103,"(37.7850943210103, -122.407845374111)",4146259206303
110144239,WARRANTS,ENROUTE TO PAROLE OFFICER,Thursday,02/17/2011,16:35:00,MISSION,"ARREST, BOOKED",0 Block of ALBION ST,-122.423126363472,37.7656430236729,"(37.7656430236729, -122.423126363472)",11014423962030
51432206,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Thursday,11/02/2006,12:30:00,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",5143220668020
71091989,OTHER OFFENSES,PAROLE VIOLATION,Wednesday,10/24/2007,14:42:00,SOUTHERN,"ARREST, BOOKED",1500 Block of MARKET ST,-122.419666717917,37.7746823329875,"(37.7746823329875, -122.419666717917)",7109198926150
150880716,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,10/02/2015,08:30:00,BAYVIEW,UNFOUNDED,ARKANSAS ST / 17TH ST,-122.398705442404,37.765013394552,"(37.765013394552, -122.398705442404)",15088071607021
40102296,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Monday,11/10/2003,16:00:00,TARAVAL,NONE,0 Block of HARDING RD,-122.49770432371,37.7247384376425,"(37.7247384376425, -122.49770432371)",4010229605071
160343986,NON-CRIMINAL,"DEATH REPORT, NATURAL CAUSES",Wednesday,04/27/2016,09:18:00,MISSION,NONE,500 Block of DOUGLASS ST,-122.43890763173547,37.75481625086811,"(37.75481625086811, -122.43890763173547)",16034398661040
130849475,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Tuesday,10/08/2013,00:01:00,SOUTHERN,NONE,MASON ST / MARKET ST,-122.408953598279,37.783287873572,"(37.783287873572, -122.408953598279)",13084947503014
50084571,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,01/22/2005,16:30:00,SOUTHERN,NONE,400 Block of 7TH ST,-122.405118197249,37.7746534767072,"(37.7746534767072, -122.405118197249)",5008457164020
80018277,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/04/2008,20:00:00,SOUTHERN,NONE,0 Block of TEHAMA ST,-122.39647798117,37.7873819795737,"(37.7873819795737, -122.39647798117)",8001827706244
91008221,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Wednesday,09/30/2009,03:02:00,NORTHERN,"ARREST, BOOKED",VANNESS AV / SACRAMENTO ST,-122.422516966616,37.7912889898479,"(37.7912889898479, -122.422516966616)",9100822162050
126129706,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,08/31/2012,17:30:00,INGLESIDE,NONE,BELLAVISTA WY / LOSPALMOS DR,-122.450762031326,37.7346171778747,"(37.7346171778747, -122.450762031326)",12612970606244
140081009,OTHER OFFENSES,PROBATION VIOLATION,Monday,01/27/2014,19:23:00,TENDERLOIN,"ARREST, BOOKED",0 Block of OFARRELL ST,-122.405895369887,37.7867342184983,"(37.7867342184983, -122.405895369887)",14008100926170
76095102,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Tuesday,11/20/2007,17:00:00,SOUTHERN,NONE,FOLSOM ST / 5TH ST,-122.403390364796,37.7802655777189,"(37.7802655777189, -122.403390364796)",7609510206374
30577336,NON-CRIMINAL,LOST PROPERTY,Sunday,05/11/2003,20:33:00,RICHMOND,NONE,12TH AV / GEARY BL,-122.470717727199,37.7807223605417,"(37.7807223605417, -122.470717727199)",3057733671e3
150235177,SUSPICIOUS OCC,UNUSUAL OCCURENCE,Monday,03/16/2015,16:30:00,MISSION,NONE,1000 Block of POTRERO AV,-122.40653911514799,37.7564864109309,"(37.7564864109309, -122.406539115148)",15023517764090
60351467,NON-CRIMINAL,FOUND PROPERTY,Sunday,04/02/2006,08:00:00,INGLESIDE,NONE,0 Block of SGTJOHNVYOUNG LN,-122.444707063455,37.7249307267936,"(37.7249307267936, -122.444707063455)",6035146772e3
139000153,NON-CRIMINAL,LOST PROPERTY,Monday,12/24/2012,08:00:00,TENDERLOIN,NONE,600 Block of ELLIS ST,-122.416893710739,37.7842860480389,"(37.7842860480389, -122.416893710739)",13900015371e3
70361729,MISSING PERSON,FOUND PERSON,Monday,04/09/2007,08:30:00,BAYVIEW,NONE,800 Block of 22ND ST,-122.389743603835,37.7579089802102,"(37.7579089802102, -122.389743603835)",7036172975e3
90843876,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,08/18/2009,13:55:00,MISSION,"ARREST, CITED",1200 Block of VALENCIA ST,-122.420806049169,37.7528840217529,"(37.7528840217529, -122.420806049169)",9084387665016
80084911,NON-CRIMINAL,AIDED CASE,Thursday,01/24/2008,15:39:00,MISSION,NONE,800 Block of CAPP ST,-122.417361447481,37.7530927418726,"(37.7530927418726, -122.417361447481)",8008491151040
31278600,ASSAULT,THREATS AGAINST LIFE,Thursday,10/30/2003,19:00:00,TARAVAL,NONE,1200 Block of 45TH AV,-122.50498353994,37.7632584513695,"(37.7632584513695, -122.50498353994)",3127860019057
160318616,ASSAULT,UNLAWFUL DISSUADING/THREATENING OF A WITNESS,Monday,04/18/2016,15:15:00,NORTHERN,"ARREST, BOOKED",1200 Block of GOLDEN GATE AV,-122.43109805193684,37.77961714130398,"(37.77961714130398, -122.43109805193684)",16031861626135
51141770,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,10/10/2005,07:10:00,TENDERLOIN,"ARREST, CITED",OFARRELL ST / JONES ST,-122.412970537598,37.7857883766658,"(37.7857883766658, -122.412970537598)",5114177065016
40123004,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,01/30/2004,17:30:00,TARAVAL,NONE,2600 Block of 18TH AV,-122.474228323621,37.7384086952398,"(37.7384086952398, -122.474228323621)",4012300407021
100423394,OTHER OFFENSES,FALSE PERSONATION,Tuesday,04/27/2010,10:00:00,TARAVAL,NONE,0 Block of DESOTO ST,-122.466279749107,37.7225413597145,"(37.7225413597145, -122.466279749107)",10042339409027
50393576,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,Saturday,04/09/2005,22:25:00,TENDERLOIN,"ARREST, BOOKED",300 Block of ELLIS ST,-122.411987643595,37.7850226622786,"(37.7850226622786, -122.411987643595)",5039357616662
121045765,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,12/29/2012,02:02:00,MISSION,NONE,21ST ST / MISSION ST,-122.418904204517,37.7570361132269,"(37.7570361132269, -122.418904204517)",12104576528160
146163803,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,08/15/2014,13:30:00,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",14616380306244
90714625,OTHER OFFENSES,PAROLE VIOLATION,Tuesday,07/14/2009,01:30:00,SOUTHERN,"ARREST, BOOKED",400 Block of 10TH ST,-122.410443067314,37.7709905424552,"(37.7709905424552, -122.410443067314)",9071462526150
91254452,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,12/08/2009,10:10:00,MISSION,"ARREST, CITED",CESAR CHAVEZ ST / ALABAMA ST,-122.410549321721,37.7483157742862,"(37.7483157742862, -122.410549321721)",9125445265016
121028846,ROBBERY,"ROBBERY, ARMED WITH A GUN",Friday,12/21/2012,21:52:00,BAYVIEW,NONE,200 Block of BRUSSELS ST,-122.40625913506,37.7289222725247,"(37.7289222725247, -122.40625913506)",12102884603071
120603510,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Tuesday,07/31/2012,02:40:00,MISSION,NONE,100 Block of GUERRERO ST,-122.424582398809,37.768544340731,"(37.768544340731, -122.424582398809)",12060351005083
120156939,PROSTITUTION,LOITERING FOR PURPOSE OF PROSTITUTION,Saturday,02/25/2012,01:10:00,MISSION,"ARREST, CITED",400 Block of CAPP ST,-122.417970955091,37.7594884557036,"(37.7594884557036, -122.417970955091)",12015693913075
140029275,WEAPON LAWS,POSS OF PROHIBITED WEAPON,Friday,01/10/2014,21:14:00,INGLESIDE,NONE,4100 Block of MISSION ST,-122.429801668764,37.7303819548591,"(37.7303819548591, -122.429801668764)",14002927512120
150343394,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Sunday,04/19/2015,22:30:00,TENDERLOIN,NONE,400 Block of OFARRELL ST,-122.411742515582,37.7858882195106,"(37.7858882195106, -122.411742515582)",15034339406302
80958651,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,09/07/2008,18:00:00,MISSION,NONE,17TH ST / SHOTWELL ST,-122.416230392543,37.7636337702985,"(37.7636337702985, -122.416230392543)",8095865107021
120432795,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Thursday,05/31/2012,00:30:00,RICHMOND,NONE,500 Block of 6TH AV,-122.464007406436,37.7781481010942,"(37.7781481010942, -122.464007406436)",12043279505013
110328778,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Friday,04/22/2011,23:30:00,SOUTHERN,"ARREST, CITED",800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",11032877813060
31109782,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Friday,09/19/2003,22:15:00,RICHMOND,NONE,3600 Block of CLAY ST,-122.452952489795,37.7882766632231,"(37.7882766632231, -122.452952489795)",3110978205043
170995737,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Saturday,12/09/2017,10:10:00,MISSION,NONE,23RD ST / TREAT AV,-122.4131423131198,37.75416585717654,"(37.75416585717654, -122.4131423131198)",17099573704138
140667057,MISSING PERSON,MISSING ADULT,Sunday,08/10/2014,14:30:00,INGLESIDE,LOCATED,800 Block of CAYUGA AV,-122.438359570857,37.724453340907,"(37.724453340907, -122.438359570857)",14066705774e3
140066625,FRAUD,FRAUDULENT USE OF AUTOMATED TELLER CARD,Monday,01/06/2014,00:01:00,NORTHERN,NONE,600 Block of EDDY ST,-122.418382008607,37.7832583770949,"(37.7832583770949, -122.418382008607)",14006662509250
70663393,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Monday,07/02/2007,03:51:00,NORTHERN,"ARREST, BOOKED",POLK ST / SACRAMENTO ST,-122.420874632415,37.7914943051906,"(37.7914943051906, -122.420874632415)",7066339316650
100984164,OTHER OFFENSES,PAROLE VIOLATION,Friday,10/22/2010,22:10:00,SOUTHERN,"ARREST, BOOKED",MISSION ST / 6TH ST,-122.408710606663,37.7809706722053,"(37.7809706722053, -122.408710606663)",10098416426150
70700296,NON-CRIMINAL,FOUND PROPERTY,Thursday,07/12/2007,08:10:00,TENDERLOIN,UNFOUNDED,300 Block of EDDY ST,-122.412930522059,37.7838344374141,"(37.7838344374141, -122.412930522059)",7070029672e3
120028902,NON-CRIMINAL,FOUND PROPERTY,Monday,01/09/2012,12:00:00,CENTRAL,NONE,100 Block of KEARNY ST,-122.403772249989,37.7891209250026,"(37.7891209250026, -122.403772249989)",12002890272e3
160173454,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Monday,02/01/2016,12:00:00,CENTRAL,NONE,700 Block of GREENWICH ST,-122.41207311177665,37.80193449456738,"(37.80193449456738, -122.41207311177665)",16017345409029
41110127,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,09/27/2004,23:55:00,TENDERLOIN,"ARREST, BOOKED",100 Block of GOLDEN GATE AV,-122.413069926397,37.7820204255866,"(37.7820204255866, -122.413069926397)",4111012706361
30368107,ASSAULT,BATTERY,Saturday,03/29/2003,01:32:00,CENTRAL,"ARREST, BOOKED",1000 Block of KEARNY ST,-122.4055247968,37.7977714997338,"(37.7977714997338, -122.4055247968)",3036810704134
80199184,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Monday,02/25/2008,12:31:00,TARAVAL,NONE,22ND AV / VICENTE ST,-122.478644168632,37.7391819318262,"(37.7391819318262, -122.478644168632)",8019918415150
126054664,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,04/19/2012,17:30:00,PARK,NONE,1600 Block of EDDY ST,-122.434799498453,37.7810578352767,"(37.7810578352767, -122.434799498453)",12605466406244
100217595,OTHER OFFENSES,RESISTING ARREST,Saturday,03/06/2010,21:07:00,TENDERLOIN,"ARREST, BOOKED",600 Block of OFARRELL ST,-122.415357786653,37.7855449803674,"(37.7855449803674, -122.415357786653)",10021759527170
51242271,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Thursday,11/03/2005,07:10:00,BAYVIEW,"ARREST, BOOKED",MCKINNON AV / TOLAND ST,-122.40042967586,37.7421972030788,"(37.7421972030788, -122.40042967586)",5124227116652
160858355,VEHICLE THEFT,STOLEN TRUCK,Wednesday,10/19/2016,10:00:00,TARAVAL,NONE,200 Block of CLAREMONT BL,-122.46477552593933,37.74118971062348,"(37.74118971062348, -122.46477552593933)",16085835507025
100952917,ASSAULT,THREATS AGAINST LIFE,Saturday,09/04/2010,00:01:00,INGLESIDE,NONE,200 Block of SILVER AV,-122.431760133022,37.7290633603666,"(37.7290633603666, -122.431760133022)",10095291719057
80092679,OTHER OFFENSES,RESISTING ARREST,Sunday,01/27/2008,00:12:00,BAYVIEW,"ARREST, CITED",2000 Block of LANE ST,-122.392082865386,37.7294347327211,"(37.7294347327211, -122.392082865386)",8009267927170
111030152,OTHER OFFENSES,PAROLE VIOLATION,Monday,12/26/2011,00:57:00,RICHMOND,"ARREST, BOOKED",3600 Block of SACRAMENTO ST,-122.452796018759,37.7875001881845,"(37.7875001881845, -122.452796018759)",11103015226150
41229665,NON-CRIMINAL,LOST PROPERTY,Wednesday,09/01/2004,17:00:00,TENDERLOIN,NONE,700 Block of OFARRELL ST,-122.417085357424,37.7852153590471,"(37.7852153590471, -122.417085357424)",4122966571e3
176152804,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,06/15/2017,08:30:00,MISSION,NONE,MISSION ST / 25TH ST,-122.41828927686586,37.75064029392298,"(37.75064029392298, -122.41828927686586)",17615280406244
91212767,ROBBERY,ATTEMPTED ROBBERY WITH BODILY FORCE,Wednesday,11/25/2009,14:40:00,PARK,NONE,DUBOCE AV / NOE ST,-122.433575097282,37.7691767476277,"(37.7691767476277, -122.433575097282)",9121276703474
150971105,WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,Friday,11/06/2015,23:55:00,PARK,"ARREST, BOOKED",100 Block of PARNASSUS AV,-122.451880232062,37.764541634292,"(37.764541634292, -122.451880232062)",15097110562020
150123083,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Monday,02/09/2015,16:45:00,NORTHERN,NONE,POST ST / LARKIN ST,-122.41827417166,37.7870372043685,"(37.7870372043685, -122.41827417166)",15012308304014
101017176,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Tuesday,11/02/2010,03:32:00,MISSION,NONE,2300 Block of 16TH ST,-122.409529913278,37.7657184395282,"(37.7657184395282, -122.409529913278)",10101717628100
166053927,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,02/27/2016,00:01:00,SOUTHERN,NONE,400 Block of JESSIE ST,-122.40853438376348,37.7820325646934,"(37.7820325646934, -122.40853438376348)",16605392706374
50937099,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Sunday,08/21/2005,02:30:00,NORTHERN,NONE,1700 Block of FILLMORE ST,-122.433247635272,37.7856184786671,"(37.7856184786671, -122.433247635272)",5093709905151
90765496,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,07/21/2009,18:00:00,PARK,NONE,900 Block of HAIGHT ST,-122.43788240956,37.7711056996825,"(37.7711056996825, -122.43788240956)",9076549607021
60159421,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Saturday,02/11/2006,02:50:00,CENTRAL,"ARREST, BOOKED",700 Block of VALLEJO ST,-122.409791662293,37.7985083480435,"(37.7985083480435, -122.409791662293)",6015942119090
130822493,ASSAULT,BATTERY,Sunday,09/29/2013,18:48:00,MISSION,NONE,1000 Block of POTRERO AV,-122.40653911514799,37.7564864109309,"(37.7564864109309, -122.406539115148)",13082249304134
116132361,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,10/18/2011,17:00:00,TARAVAL,NONE,0 Block of ESTERO AV,-122.470643030886,37.7235608985646,"(37.7235608985646, -122.470643030886)",11613236106244
116008847,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,12/28/2010,08:00:00,PARK,NONE,1700 Block of HAIGHT ST,-122.451314447797,37.7695046066162,"(37.7695046066162, -122.451314447797)",11600884706372
40841052,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,07/23/2004,20:55:00,MISSION,"ARREST, BOOKED",400 Block of EUREKA ST,-122.437776595618,37.7549009011485,"(37.7549009011485, -122.437776595618)",4084105216710
50698940,WEAPON LAWS,POSS OF LOADED FIREARM,Wednesday,06/22/2005,20:42:00,BAYVIEW,"ARREST, BOOKED",CAROLINA ST / MARIPOSA ST,-122.400517512747,37.7636189768663,"(37.7636189768663, -122.400517512747)",5069894012100
150461639,FRAUD,"CREDIT CARD, THEFT BY USE OF",Thursday,05/21/2015,11:00:00,MISSION,NONE,600 Block of VALENCIA ST,-122.421747650463,37.7627436601147,"(37.7627436601147, -122.421747650463)",15046163909320
30310368,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,02/08/2003,12:00:00,INGLESIDE,NONE,100 Block of CRESCENT AV,-122.421143845533,37.7351591086088,"(37.7351591086088, -122.421143845533)",3031036806373
70521105,DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF DRUGS,Tuesday,05/22/2007,16:24:00,SOUTHERN,"ARREST, BOOKED",MARKET ST / 12TH ST,-122.420254960348,37.7743581710701,"(37.7743581710701, -122.420254960348)",7052110565060
170558313,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,07/09/2017,19:00:00,CENTRAL,NONE,1100 Block of STOCKTON ST,-122.40841209731705,37.79626355944739,"(37.79626355944739, -122.40841209731705)",17055831306242
160107475,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Friday,02/05/2016,17:20:00,PARK,"ARREST, BOOKED",FULTON ST / PIERCE ST,-122.43486585349764,37.77728097494415,"(37.77728097494415, -122.43486585349764)",16010747516010
170683976,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Monday,08/21/2017,12:15:00,RICHMOND,NONE,900 Block of 47TH AV,-122.50780539236858,37.77031031690871,"(37.77031031690871, -122.50780539236858)",17068397605151
40130504,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,02/02/2004,12:00:00,NORTHERN,NONE,1500 Block of FILLMORE ST,-122.432743822617,37.7838424505847,"(37.7838424505847, -122.432743822617)",4013050428150
